area_id,area_level,name_tr,parent_id,valid_from,valid_to,source_id,source_area_id
TR-25-003,district,Çat,TR-25,,,hdx_cod_ab_tur,TR-D-25-003
TR-25-004,district,Hınıs,TR-25,,,hdx_cod_ab_tur,TR-D-25-004
TR-25-005,district,Horasan,TR-25,,,hdx_cod_ab_tur,TR-D-25-005
TR-25-006,district,İspir,TR-25,,,hdx_cod_ab_tur,TR-D-25-006
TR-25-007,district,Karaçoban,TR-25,,,hdx_cod_ab_tur,TR-D-25-007
TR-25-008,district,Karayazı,TR-25,,,hdx_cod_ab_tur,TR-D-25-008
TR-25-009,district,Köprüköy,TR-25,,,hdx_cod_ab_tur,TR-D-25-009
TR-25-010,district,Narman,TR-25,,,hdx_cod_ab_tur,TR-D-25-010
TR-25-011,district,Oltu,TR-25,,,hdx_cod_ab_tur,TR-D-25-011
TR-25-012,district,Olur,TR-25,,,hdx_cod_ab_tur,TR-D-25-012
TR-25-013,district,Palandöken,TR-25,,,hdx_cod_ab_tur,TR-D-25-013
TR-25-014,district,Pasinler,TR-25,,,hdx_cod_ab_tur,TR-D-25-014
TR-25-015,district,Pazaryolu,TR-25,,,hdx_cod_ab_tur,TR-D-25-015
TR-25-016,district,Şenkaya,TR-25,,,hdx_cod_ab_tur,TR-D-25-016
TR-25-017,district,Tekman,TR-25,,,hdx_cod_ab_tur,TR-D-25-017
TR-25-018,district,Tortum,TR-25,,,hdx_cod_ab_tur,TR-D-25-018
TR-25-019,district,Uzundere,TR-25,,,hdx_cod_ab_tur,TR-D-25-019
TR-25-020,district,Yakutiye,TR-25,,,hdx_cod_ab_tur,TR-D-25-020
TR-26-001,district,Alpu,TR-26,,,hdx_cod_ab_tur,TR-D-26-001
TR-26-002,district,Beylikova,TR-26,,,hdx_cod_ab_tur,TR-D-26-002
TR-26-003,district,Çifteler,TR-26,,,hdx_cod_ab_tur,TR-D-26-003
TR-26-004,district,Günyüzü,TR-26,,,hdx_cod_ab_tur,TR-D-26-004
TR-26-005,district,Han,TR-26,,,hdx_cod_ab_tur,TR-D-26-005
TR-26-006,district,İnönü,TR-26,,,hdx_cod_ab_tur,TR-D-26-006
TR-26-007,district,Mahmudiye,TR-26,,,hdx_cod_ab_tur,TR-D-26-007
TR-26-008,district,Mihalgazi,TR-26,,,hdx_cod_ab_tur,TR-D-26-008
TR-26-009,district,Mihalıççık,TR-26,,,hdx_cod_ab_tur,TR-D-26-009
TR-26-010,district,Odunpazarı,TR-26,,,hdx_cod_ab_tur,TR-D-26-010
TR-26-011,district,Sarıcakaya,TR-26,,,hdx_cod_ab_tur,TR-D-26-011
TR-26-012,district,Seyitgazi,TR-26,,,hdx_cod_ab_tur,TR-D-26-012
TR-26-013,district,Sivrihisar,TR-26,,,hdx_cod_ab_tur,TR-D-26-013
TR-26-014,district,Tepebaşı,TR-26,,,hdx_cod_ab_tur,TR-D-26-014
TR-27-001,district,Araban,TR-27,,,hdx_cod_ab_tur,TR-D-27-001
TR-27-002,district,İslahiye,TR-27,,,hdx_cod_ab_tur,TR-D-27-002
TR-27-003,district,Karkamış,TR-27,,,hdx_cod_ab_tur,TR-D-27-003
TR-27-004,district,Nizip,TR-27,,,hdx_cod_ab_tur,TR-D-27-004
TR-27-005,district,Nurdağı,TR-27,,,hdx_cod_ab_tur,TR-D-27-005
TR-27-006,district,Oğuzeli,TR-27,,,hdx_cod_ab_tur,TR-D-27-006
TR-27-007,district,Şahinbey,TR-27,,,hdx_cod_ab_tur,TR-D-27-007
TR-27-008,district,Şehitkamil,TR-27,,,hdx_cod_ab_tur,TR-D-27-008
TR-27-009,district,Yavuzeli,TR-27,,,hdx_cod_ab_tur,TR-D-27-009
TR-28-001,district,Alucra,TR-28,,,hdx_cod_ab_tur,TR-D-28-001
TR-28-002,district,Bulancak,TR-28,,,hdx_cod_ab_tur,TR-D-28-002
TR-28-003,district,Çamoluk,TR-28,,,hdx_cod_ab_tur,TR-D-28-003
TR-28-004,district,Çanakçı,TR-28,,,hdx_cod_ab_tur,TR-D-28-004
TR-28-005,district,Dereli,TR-28,,,hdx_cod_ab_tur,TR-D-28-005
TR-28-006,district,Doğankent,TR-28,,,hdx_cod_ab_tur,TR-D-28-006
TR-28-007,district,Espiye,TR-28,,,hdx_cod_ab_tur,TR-D-28-007
TR-28-008,district,Eynesil,TR-28,,,hdx_cod_ab_tur,TR-D-28-008
TR-28-009,district,Giresun,TR-28,,,hdx_cod_ab_tur,TR-D-28-009
TR-28-010,district,Görele,TR-28,,,hdx_cod_ab_tur,TR-D-28-010
TR-28-011,district,Güce,TR-28,,,hdx_cod_ab_tur,TR-D-28-011
TR-28-012,district,Keşap,TR-28,,,hdx_cod_ab_tur,TR-D-28-012
TR-28-013,district,Piraziz,TR-28,,,hdx_cod_ab_tur,TR-D-28-013
TR-28-014,district,Şebinkarahisar,TR-28,,,hdx_cod_ab_tur,TR-D-28-014
TR-28-015,district,Tirebolu,TR-28,,,hdx_cod_ab_tur,TR-D-28-015
TR-28-016,district,Yağlıdere,TR-28,,,hdx_cod_ab_tur,TR-D-28-016
TR-29-001,district,Gümüşhane,TR-29,,,hdx_cod_ab_tur,TR-D-29-001
TR-29-002,district,Kelkit,TR-29,,,hdx_cod_ab_tur,TR-D-29-002
TR-29-003,district,Köse,TR-29,,,hdx_cod_ab_tur,TR-D-29-003
TR-29-004,district,Kürtün,TR-29,,,hdx_cod_ab_tur,TR-D-29-004
TR-29-005,district,Şiran,TR-29,,,hdx_cod_ab_tur,TR-D-29-005
TR-29-006,district,Torul,TR-29,,,hdx_cod_ab_tur,TR-D-29-006
TR-30-001,district,Çukurca,TR-30,,,hdx_cod_ab_tur,TR-D-30-001
TR-30-002,district,Hakkari,TR-30,,,hdx_cod_ab_tur,TR-D-30-002
TR-30-003,district,Şemdinli,TR-30,,,hdx_cod_ab_tur,TR-D-30-003
TR-30-004,district,Yüksekova,TR-30,,,hdx_cod_ab_tur,TR-D-30-004
TR-30-005,district,Derecik,TR-30,,,hdx_cod_ab_tur,TR-D-30-005
TR-31-001,district,Altınözü,TR-31,,,hdx_cod_ab_tur,TR-D-31-001
TR-31-002,district,Antakya,TR-31,,,hdx_cod_ab_tur,TR-D-31-002
TR-31-003,district,Arsuz,TR-31,,,hdx_cod_ab_tur,TR-D-31-003
TR-31-004,district,Belen,TR-31,,,hdx_cod_ab_tur,TR-D-31-004
TR-31-005,district,Defne,TR-31,,,hdx_cod_ab_tur,TR-D-31-005
TR-31-006,district,Dörtyol,TR-31,,,hdx_cod_ab_tur,TR-D-31-006
TR-31-007,district,Erzin,TR-31,,,hdx_cod_ab_tur,TR-D-31-007
TR-31-008,district,Hassa,TR-31,,,hdx_cod_ab_tur,TR-D-31-008
TR-31-009,district,İskenderun,TR-31,,,hdx_cod_ab_tur,TR-D-31-009
TR-31-010,district,Kırıkhan,TR-31,,,hdx_cod_ab_tur,TR-D-31-010
TR-31-011,district,Kumlu,TR-31,,,hdx_cod_ab_tur,TR-D-31-011
TR-31-012,district,Payas,TR-31,,,hdx_cod_ab_tur,TR-D-31-012
TR-31-013,district,Reyhanlı,TR-31,,,hdx_cod_ab_tur,TR-D-31-013
TR-31-014,district,Samandağ,TR-31,,,hdx_cod_ab_tur,TR-D-31-014
TR-31-015,district,Yayladağı,TR-31,,,hdx_cod_ab_tur,TR-D-31-015
TR-32-001,district,Aksu,TR-32,,,hdx_cod_ab_tur,TR-D-32-001
TR-32-002,district,Atabey,TR-32,,,hdx_cod_ab_tur,TR-D-32-002
TR-32-003,district,Eğirdir,TR-32,,,hdx_cod_ab_tur,TR-D-32-003
TR-32-004,district,Gelendost,TR-32,,,hdx_cod_ab_tur,TR-D-32-004
TR-32-005,district,Gönen,TR-32,,,hdx_cod_ab_tur,TR-D-32-005
TR-32-006,district,Isparta,TR-32,,,hdx_cod_ab_tur,TR-D-32-006
TR-32-007,district,Keçiborlu,TR-32,,,hdx_cod_ab_tur,TR-D-32-007
TR-32-008,district,Senirkent,TR-32,,,hdx_cod_ab_tur,TR-D-32-008
TR-32-009,district,Sütçüler,TR-32,,,hdx_cod_ab_tur,TR-D-32-009
TR-32-010,district,Şarkikaraağaç,TR-32,,,hdx_cod_ab_tur,TR-D-32-010
TR-32-011,district,Uluborlu,TR-32,,,hdx_cod_ab_tur,TR-D-32-011
TR-32-012,district,Yalvaç,TR-32,,,hdx_cod_ab_tur,TR-D-32-012
TR-32-013,district,Yenişarbademli,TR-32,,,hdx_cod_ab_tur,TR-D-32-013
TR-33-001,district,Akdeniz,TR-33,,,hdx_cod_ab_tur,TR-D-33-001
TR-33-002,district,Anamur,TR-33,,,hdx_cod_ab_tur,TR-D-33-002
TR-33-003,district,Aydıncık,TR-33,,,hdx_cod_ab_tur,TR-D-33-003
TR-33-004,district,Bozyazı,TR-33,,,hdx_cod_ab_tur,TR-D-33-004
TR-33-005,district,Çamlıyayla,TR-33,,,hdx_cod_ab_tur,TR-D-33-005
TR-33-006,district,Erdemli,TR-33,,,hdx_cod_ab_tur,TR-D-33-006
TR-33-007,district,Gülnar,TR-33,,,hdx_cod_ab_tur,TR-D-33-007
TR-33-008,district,Mezitli,TR-33,,,hdx_cod_ab_tur,TR-D-33-008
TR-33-009,district,Mut,TR-33,,,hdx_cod_ab_tur,TR-D-33-009
TR-33-010,district,Silifke,TR-33,,,hdx_cod_ab_tur,TR-D-33-010
TR-33-011,district,Tarsus,TR-33,,,hdx_cod_ab_tur,TR-D-33-011
TR-33-012,district,Toroslar,TR-33,,,hdx_cod_ab_tur,TR-D-33-012
TR-33-013,district,Yenişehir,TR-33,,,hdx_cod_ab_tur,TR-D-33-013
TR-34-001,district,Adalar,TR-34,,,hdx_cod_ab_tur,TR-D-34-001
TR-34-002,district,Arnavutköy,TR-34,,,hdx_cod_ab_tur,TR-D-34-002
TR-34-003,district,Ataşehir,TR-34,,,hdx_cod_ab_tur,TR-D-34-003
TR-34-004,district,Avcılar,TR-34,,,hdx_cod_ab_tur,TR-D-34-004
TR-34-005,district,Bağcılar,TR-34,,,hdx_cod_ab_tur,TR-D-34-005
TR-34-006,district,Bahçelievler,TR-34,,,hdx_cod_ab_tur,TR-D-34-006
TR-34-007,district,Bakırköy,TR-34,,,hdx_cod_ab_tur,TR-D-34-007
TR-34-008,district,Başakşehir,TR-34,,,hdx_cod_ab_tur,TR-D-34-008
TR-34-009,district,Bayrampaşa,TR-34,,,hdx_cod_ab_tur,TR-D-34-009
TR-34-010,district,Beşiktaş,TR-34,,,hdx_cod_ab_tur,TR-D-34-010
TR-34-011,district,Beykoz,TR-34,,,hdx_cod_ab_tur,TR-D-34-011
TR-34-012,district,Beylikdüzü,TR-34,,,hdx_cod_ab_tur,TR-D-34-012
TR-34-013,district,Beyoğlu,TR-34,,,hdx_cod_ab_tur,TR-D-34-013
TR-34-014,district,Büyükçekmece,TR-34,,,hdx_cod_ab_tur,TR-D-34-014
TR-34-015,district,Çatalca,TR-34,,,hdx_cod_ab_tur,TR-D-34-015
TR-34-016,district,Çekmeköy,TR-34,,,hdx_cod_ab_tur,TR-D-34-016
TR-34-017,district,Esenler,TR-34,,,hdx_cod_ab_tur,TR-D-34-017
TR-34-018,district,Esenyurt,TR-34,,,hdx_cod_ab_tur,TR-D-34-018
TR-34-019,district,Eyüpsultan,TR-34,,,hdx_cod_ab_tur,TR-D-34-019
TR-34-020,district,Fatih,TR-34,,,hdx_cod_ab_tur,TR-D-34-020
TR-34-021,district,Gazi Osmanpaşa,TR-34,,,hdx_cod_ab_tur,TR-D-34-021
TR-34-022,district,Güngören,TR-34,,,hdx_cod_ab_tur,TR-D-34-022
TR-34-023,district,Kadıköy,TR-34,,,hdx_cod_ab_tur,TR-D-34-023
TR-34-024,district,Kağıthane,TR-34,,,hdx_cod_ab_tur,TR-D-34-024
TR-34-025,district,Kartal,TR-34,,,hdx_cod_ab_tur,TR-D-34-025
TR-34-026,district,Küçükçekmece,TR-34,,,hdx_cod_ab_tur,TR-D-34-026
TR-34-027,district,Maltepe,TR-34,,,hdx_cod_ab_tur,TR-D-34-027
TR-34-028,district,Pendik,TR-34,,,hdx_cod_ab_tur,TR-D-34-028
TR-34-029,district,Sancaktepe,TR-34,,,hdx_cod_ab_tur,TR-D-34-029
TR-34-030,district,Sarıyer,TR-34,,,hdx_cod_ab_tur,TR-D-34-030
TR-34-031,district,Silivri,TR-34,,,hdx_cod_ab_tur,TR-D-34-031
TR-34-032,district,Sultanbeyli,TR-34,,,hdx_cod_ab_tur,TR-D-34-032
TR-34-033,district,Sultangazi,TR-34,,,hdx_cod_ab_tur,TR-D-34-033
TR-34-034,district,Şile,TR-34,,,hdx_cod_ab_tur,TR-D-34-034
TR-34-035,district,Şişli,TR-34,,,hdx_cod_ab_tur,TR-D-34-035
TR-34-036,district,Tuzla,TR-34,,,hdx_cod_ab_tur,TR-D-34-036
TR-34-037,district,Ümraniye,TR-34,,,hdx_cod_ab_tur,TR-D-34-037
TR-34-038,district,Üsküdar,TR-34,,,hdx_cod_ab_tur,TR-D-34-038
TR-34-039,district,Zeytinburnu,TR-34,,,hdx_cod_ab_tur,TR-D-34-039
TR-35-001,district,Aliağa,TR-35,,,hdx_cod_ab_tur,TR-D-35-001
TR-35-002,district,Balçova,TR-35,,,hdx_cod_ab_tur,TR-D-35-002
TR-35-003,district,Bayındır,TR-35,,,hdx_cod_ab_tur,TR-D-35-003
TR-35-004,district,Bayraklı,TR-35,,,hdx_cod_ab_tur,TR-D-35-004
TR-35-005,district,Bergama,TR-35,,,hdx_cod_ab_tur,TR-D-35-005
TR-35-006,district,Beydağ,TR-35,,,hdx_cod_ab_tur,TR-D-35-006
TR-35-007,district,Bornova,TR-35,,,hdx_cod_ab_tur,TR-D-35-007
TR-35-008,district,Buca,TR-35,,,hdx_cod_ab_tur,TR-D-35-008
TR-35-009,district,Çeşme,TR-35,,,hdx_cod_ab_tur,TR-D-35-009
TR-35-010,district,Çiğli,TR-35,,,hdx_cod_ab_tur,TR-D-35-010
TR-35-011,district,Dikili,TR-35,,,hdx_cod_ab_tur,TR-D-35-011
TR-35-012,district,Foça,TR-35,,,hdx_cod_ab_tur,TR-D-35-012
TR-35-013,district,Gaziemir,TR-35,,,hdx_cod_ab_tur,TR-D-35-013
TR-35-014,district,Güzelbahçe,TR-35,,,hdx_cod_ab_tur,TR-D-35-014
TR-35-015,district,Karabağlar,TR-35,,,hdx_cod_ab_tur,TR-D-35-015
TR-35-016,district,Karaburun,TR-35,,,hdx_cod_ab_tur,TR-D-35-016
TR-35-017,district,Karşıyaka,TR-35,,,hdx_cod_ab_tur,TR-D-35-017
TR-35-018,district,Kemalpaşa,TR-35,,,hdx_cod_ab_tur,TR-D-35-018
TR-35-019,district,Kınık,TR-35,,,hdx_cod_ab_tur,TR-D-35-019
TR-35-020,district,Kiraz,TR-35,,,hdx_cod_ab_tur,TR-D-35-020
TR-35-021,district,Konak,TR-35,,,hdx_cod_ab_tur,TR-D-35-021
TR-35-022,district,Menderes,TR-35,,,hdx_cod_ab_tur,TR-D-35-022
TR-35-023,district,Menemen,TR-35,,,hdx_cod_ab_tur,TR-D-35-023
TR-35-024,district,Narlıdere,TR-35,,,hdx_cod_ab_tur,TR-D-35-024
TR-35-025,district,Ödemiş,TR-35,,,hdx_cod_ab_tur,TR-D-35-025
TR-35-026,district,Seferihisar,TR-35,,,hdx_cod_ab_tur,TR-D-35-026
TR-35-027,district,Selçuk,TR-35,,,hdx_cod_ab_tur,TR-D-35-027
TR-35-028,district,Tire,TR-35,,,hdx_cod_ab_tur,TR-D-35-028
TR-35-029,district,Torbalı,TR-35,,,hdx_cod_ab_tur,TR-D-35-029
TR-35-030,district,Urla,TR-35,,,hdx_cod_ab_tur,TR-D-35-030
TR-36-001,district,Akyaka,TR-36,,,hdx_cod_ab_tur,TR-D-36-001
TR-36-002,district,Arpaçay,TR-36,,,hdx_cod_ab_tur,TR-D-36-002
TR-36-003,district,Digor,TR-36,,,hdx_cod_ab_tur,TR-D-36-003
TR-36-004,district,Kağızman,TR-36,,,hdx_cod_ab_tur,TR-D-36-004
TR-36-005,district,Kars,TR-36,,,hdx_cod_ab_tur,TR-D-36-005
TR-36-006,district,Sarıkamış,TR-36,,,hdx_cod_ab_tur,TR-D-36-006
TR-36-007,district,Selim,TR-36,,,hdx_cod_ab_tur,TR-D-36-007
TR-36-008,district,Susuz,TR-36,,,hdx_cod_ab_tur,TR-D-36-008
TR-37-001,district,Abana,TR-37,,,hdx_cod_ab_tur,TR-D-37-001
TR-37-002,district,Ağlı,TR-37,,,hdx_cod_ab_tur,TR-D-37-002
TR-37-003,district,Araç,TR-37,,,hdx_cod_ab_tur,TR-D-37-003
TR-37-004,district,Azdavay,TR-37,,,hdx_cod_ab_tur,TR-D-37-004
TR-37-005,district,Bozkurt,TR-37,,,hdx_cod_ab_tur,TR-D-37-005
TR-37-006,district,Cide,TR-37,,,hdx_cod_ab_tur,TR-D-37-006
TR-37-007,district,Çatalzeytin,TR-37,,,hdx_cod_ab_tur,TR-D-37-007
TR-37-008,district,Daday,TR-37,,,hdx_cod_ab_tur,TR-D-37-008
TR-37-009,district,Devrekâni,TR-37,,,hdx_cod_ab_tur,TR-D-37-009
TR-37-010,district,Doğanyurt,TR-37,,,hdx_cod_ab_tur,TR-D-37-010
TR-37-011,district,Hanönü,TR-37,,,hdx_cod_ab_tur,TR-D-37-011
TR-37-012,district,İhsangazi,TR-37,,,hdx_cod_ab_tur,TR-D-37-012
TR-37-013,district,İnebolu,TR-37,,,hdx_cod_ab_tur,TR-D-37-013
TR-37-014,district,Kastamonu,TR-37,,,hdx_cod_ab_tur,TR-D-37-014
TR-37-015,district,Küre,TR-37,,,hdx_cod_ab_tur,TR-D-37-015
TR-37-016,district,Pınarbaşı,TR-37,,,hdx_cod_ab_tur,TR-D-37-016
TR-37-017,district,Seydiler,TR-37,,,hdx_cod_ab_tur,TR-D-37-017
TR-37-018,district,Şenpazar,TR-37,,,hdx_cod_ab_tur,TR-D-37-018
TR-37-019,district,Taşköprü,TR-37,,,hdx_cod_ab_tur,TR-D-37-019
TR-37-020,district,Tosya,TR-37,,,hdx_cod_ab_tur,TR-D-37-020
TR-38-001,district,Akkışla,TR-38,,,hdx_cod_ab_tur,TR-D-38-001
TR-38-002,district,Bünyan,TR-38,,,hdx_cod_ab_tur,TR-D-38-002
TR-38-003,district,Develi,TR-38,,,hdx_cod_ab_tur,TR-D-38-003
TR-38-004,district,Felahiye,TR-38,,,hdx_cod_ab_tur,TR-D-38-004
TR-38-005,district,Hacılar,TR-38,,,hdx_cod_ab_tur,TR-D-38-005
TR-38-006,district,İncesu,TR-38,,,hdx_cod_ab_tur,TR-D-38-006
TR-38-007,district,Kocasinan,TR-38,,,hdx_cod_ab_tur,TR-D-38-007
TR-38-008,district,Melikgazi,TR-38,,,hdx_cod_ab_tur,TR-D-38-008
TR-38-009,district,Özvatan,TR-38,,,hdx_cod_ab_tur,TR-D-38-009
TR-38-010,district,Pınarbaşı,TR-38,,,hdx_cod_ab_tur,TR-D-38-010
TR-38-011,district,Sarıoğlan,TR-38,,,hdx_cod_ab_tur,TR-D-38-011
TR-38-012,district,Sarız,TR-38,,,hdx_cod_ab_tur,TR-D-38-012
TR-38-013,district,Talas,TR-38,,,hdx_cod_ab_tur,TR-D-38-013
TR-38-014,district,Tomarza,TR-38,,,hdx_cod_ab_tur,TR-D-38-014
TR-38-015,district,Yahyalı,TR-38,,,hdx_cod_ab_tur,TR-D-38-015
TR-38-016,district,Yeşilhisar,TR-38,,,hdx_cod_ab_tur,TR-D-38-016
TR-39-001,district,Babaeski,TR-39,,,hdx_cod_ab_tur,TR-D-39-001
TR-39-002,district,Demirköy,TR-39,,,hdx_cod_ab_tur,TR-D-39-002
TR-39-003,district,Kırklareli,TR-39,,,hdx_cod_ab_tur,TR-D-39-003
TR-39-004,district,Kofçaz,TR-39,,,hdx_cod_ab_tur,TR-D-39-004
TR-39-005,district,Lüleburgaz,TR-39,,,hdx_cod_ab_tur,TR-D-39-005
TR-39-006,district,Pehlivanköy,TR-39,,,hdx_cod_ab_tur,TR-D-39-006
TR-39-007,district,Pınarhisar,TR-39,,,hdx_cod_ab_tur,TR-D-39-007
TR-39-008,district,Vize,TR-39,,,hdx_cod_ab_tur,TR-D-39-008
TR-40-001,district,Akçakent,TR-40,,,hdx_cod_ab_tur,TR-D-40-001
TR-40-002,district,Akpınar,TR-40,,,hdx_cod_ab_tur,TR-D-40-002
TR-40-003,district,Boztepe,TR-40,,,hdx_cod_ab_tur,TR-D-40-003
TR-40-004,district,Çiçekdağı,TR-40,,,hdx_cod_ab_tur,TR-D-40-004
TR-40-005,district,Kaman,TR-40,,,hdx_cod_ab_tur,TR-D-40-005
TR-40-006,district,Kırşehir,TR-40,,,hdx_cod_ab_tur,TR-D-40-006
TR-40-007,district,Mucur,TR-40,,,hdx_cod_ab_tur,TR-D-40-007
TR-41-001,district,Başiskele,TR-41,,,hdx_cod_ab_tur,TR-D-41-001
TR-41-002,district,Çayırova,TR-41,,,hdx_cod_ab_tur,TR-D-41-002
TR-41-003,district,Darıca,TR-41,,,hdx_cod_ab_tur,TR-D-41-003
TR-41-004,district,Derince,TR-41,,,hdx_cod_ab_tur,TR-D-41-004
TR-41-005,district,Dilovası,TR-41,,,hdx_cod_ab_tur,TR-D-41-005
TR-41-006,district,Gebze,TR-41,,,hdx_cod_ab_tur,TR-D-41-006
TR-41-007,district,Gölcük,TR-41,,,hdx_cod_ab_tur,TR-D-41-007
TR-41-008,district,İzmit,TR-41,,,hdx_cod_ab_tur,TR-D-41-008
TR-41-009,district,Kandıra,TR-41,,,hdx_cod_ab_tur,TR-D-41-009
TR-41-010,district,Karamürsel,TR-41,,,hdx_cod_ab_tur,TR-D-41-010
TR-41-011,district,Kartepe,TR-41,,,hdx_cod_ab_tur,TR-D-41-011
TR-41-012,district,Körfez,TR-41,,,hdx_cod_ab_tur,TR-D-41-012
TR-42-001,district,Ahırlı,TR-42,,,hdx_cod_ab_tur,TR-D-42-001
TR-42-002,district,Akören,TR-42,,,hdx_cod_ab_tur,TR-D-42-002
TR-42-003,district,Akşehir,TR-42,,,hdx_cod_ab_tur,TR-D-42-003
TR-42-004,district,Altınekin,TR-42,,,hdx_cod_ab_tur,TR-D-42-004
TR-42-005,district,Beyşehir,TR-42,,,hdx_cod_ab_tur,TR-D-42-005
TR-42-006,district,Bozkır,TR-42,,,hdx_cod_ab_tur,TR-D-42-006
TR-42-007,district,Cihanbeyli,TR-42,,,hdx_cod_ab_tur,TR-D-42-007
TR-42-008,district,Çeltik,TR-42,,,hdx_cod_ab_tur,TR-D-42-008
TR-42-009,district,Çumra,TR-42,,,hdx_cod_ab_tur,TR-D-42-009
TR-42-010,district,Derbent,TR-42,,,hdx_cod_ab_tur,TR-D-42-010
TR-42-011,district,Derebucak,TR-42,,,hdx_cod_ab_tur,TR-D-42-011
TR-42-012,district,Doğanhisar,TR-42,,,hdx_cod_ab_tur,TR-D-42-012
TR-42-013,district,Emirgazi,TR-42,,,hdx_cod_ab_tur,TR-D-42-013
TR-42-014,district,Ereğli,TR-42,,,hdx_cod_ab_tur,TR-D-42-014
TR-42-015,district,Güneysınır,TR-42,,,hdx_cod_ab_tur,TR-D-42-015
TR-42-016,district,Hadim,TR-42,,,hdx_cod_ab_tur,TR-D-42-016
TR-42-017,district,Halkapınar,TR-42,,,hdx_cod_ab_tur,TR-D-42-017
TR-42-018,district,Hüyük,TR-42,,,hdx_cod_ab_tur,TR-D-42-018
TR-42-019,district,Ilgın,TR-42,,,hdx_cod_ab_tur,TR-D-42-019
TR-42-020,district,Kadınhanı,TR-42,,,hdx_cod_ab_tur,TR-D-42-020
TR-42-021,district,Karapınar,TR-42,,,hdx_cod_ab_tur,TR-D-42-021
TR-42-022,district,Karatay,TR-42,,,hdx_cod_ab_tur,TR-D-42-022
TR-42-023,district,Kulu,TR-42,,,hdx_cod_ab_tur,TR-D-42-023
TR-42-024,district,Meram,TR-42,,,hdx_cod_ab_tur,TR-D-42-024
TR-42-025,district,Sarayönü,TR-42,,,hdx_cod_ab_tur,TR-D-42-025
TR-42-026,district,Selçuklu,TR-42,,,hdx_cod_ab_tur,TR-D-42-026
TR-42-027,district,Seydişehir,TR-42,,,hdx_cod_ab_tur,TR-D-42-027
TR-42-028,district,Taşkent,TR-42,,,hdx_cod_ab_tur,TR-D-42-028
TR-42-029,district,Tuzlukçu,TR-42,,,hdx_cod_ab_tur,TR-D-42-029
TR-42-030,district,Yalıhüyük,TR-42,,,hdx_cod_ab_tur,TR-D-42-030
TR-42-031,district,Yunak,TR-42,,,hdx_cod_ab_tur,TR-D-42-031
TR-43-001,district,Altıntaş,TR-43,,,hdx_cod_ab_tur,TR-D-43-001
TR-43-002,district,Aslanapa,TR-43,,,hdx_cod_ab_tur,TR-D-43-002
TR-43-003,district,Çavdarhisar,TR-43,,,hdx_cod_ab_tur,TR-D-43-003
TR-43-004,district,Domaniç,TR-43,,,hdx_cod_ab_tur,TR-D-43-004
TR-43-005,district,Dumlupınar,TR-43,,,hdx_cod_ab_tur,TR-D-43-005
TR-43-006,district,Emet,TR-43,,,hdx_cod_ab_tur,TR-D-43-006
TR-43-007,district,Gediz,TR-43,,,hdx_cod_ab_tur,TR-D-43-007
TR-43-008,district,Hisarcık,TR-43,,,hdx_cod_ab_tur,TR-D-43-008
TR-43-009,district,Kütahya,TR-43,,,hdx_cod_ab_tur,TR-D-43-009
TR-43-010,district,Pazarlar,TR-43,,,hdx_cod_ab_tur,TR-D-43-010
TR-43-011,district,Simav,TR-43,,,hdx_cod_ab_tur,TR-D-43-011
TR-43-012,district,Şaphane,TR-43,,,hdx_cod_ab_tur,TR-D-43-012
TR-43-013,district,Tavşanlı,TR-43,,,hdx_cod_ab_tur,TR-D-43-013
TR-44-001,district,Akçadağ,TR-44,,,hdx_cod_ab_tur,TR-D-44-001
TR-44-002,district,Arapgir,TR-44,,,hdx_cod_ab_tur,TR-D-44-002
TR-44-003,district,Arguvan,TR-44,,,hdx_cod_ab_tur,TR-D-44-003
TR-44-004,district,Battalgazi,TR-44,,,hdx_cod_ab_tur,TR-D-44-004
TR-44-005,district,Darende,TR-44,,,hdx_cod_ab_tur,TR-D-44-005
TR-44-006,district,Doğanşehir,TR-44,,,hdx_cod_ab_tur,TR-D-44-006
TR-44-007,district,Doğanyol,TR-44,,,hdx_cod_ab_tur,TR-D-44-007
TR-44-008,district,Hekimhan,TR-44,,,hdx_cod_ab_tur,TR-D-44-008
TR-44-009,district,Kale,TR-44,,,hdx_cod_ab_tur,TR-D-44-009
TR-44-010,district,Kuluncak,TR-44,,,hdx_cod_ab_tur,TR-D-44-010
TR-44-011,district,Pütürge,TR-44,,,hdx_cod_ab_tur,TR-D-44-011
TR-44-012,district,Yazıhan,TR-44,,,hdx_cod_ab_tur,TR-D-44-012
TR-44-013,district,Yeşilyurt,TR-44,,,hdx_cod_ab_tur,TR-D-44-013
TR-45-001,district,Ahmetli,TR-45,,,hdx_cod_ab_tur,TR-D-45-001
TR-45-002,district,Akhisar,TR-45,,,hdx_cod_ab_tur,TR-D-45-002
TR-45-003,district,Alaşehir,TR-45,,,hdx_cod_ab_tur,TR-D-45-003
TR-45-004,district,Demirci,TR-45,,,hdx_cod_ab_tur,TR-D-45-004
TR-45-005,district,Gölmarmara,TR-45,,,hdx_cod_ab_tur,TR-D-45-005
TR-45-006,district,Gördes,TR-45,,,hdx_cod_ab_tur,TR-D-45-006
TR-45-007,district,Kırkağaç,TR-45,,,hdx_cod_ab_tur,TR-D-45-007
TR-45-008,district,Köprübaşı,TR-45,,,hdx_cod_ab_tur,TR-D-45-008
TR-45-009,district,Kula,TR-45,,,hdx_cod_ab_tur,TR-D-45-009
