area_id,area_level,name_tr,parent_id,bucak,medas_code,first_seen,last_seen,source_id
TR-02-001-103275,village,Ağveren Köy.,TR-02-001,,103275,2019,2025,tuik_medas
TR-02-001-37665,village,Damlıca Köy.,TR-02-001,Merkez Bucağı,37665,2013,2025,tuik_medas
TR-02-001-37666,village,Işıklı Köy.,TR-02-001,Merkez Bucağı,37666,2013,2025,tuik_medas
TR-02-001-37777,village,100.Yıl Köy.,TR-02-001,Merkez Bucağı,37777,2013,2025,tuik_medas
TR-02-001-408492,village,Karaman Köy.,TR-02-001,,408492,2023,2025,tuik_medas
TR-02-001-49357,village,Küçükhasancık Köy.,TR-02-001,Merkez Bucağı,49357,2014,2025,tuik_medas
TR-02-001-49406,village,Bozatlı Köy.,TR-02-001,Merkez Bucağı,49406,2015,2025,tuik_medas
TR-02-001-49418,village,Şemikan Köy.,TR-02-001,Merkez Bucağı,49418,2015,2025,tuik_medas
TR-02-001-49514,village,Tecir Köy.,TR-02-001,,49514,2017,2025,tuik_medas
TR-02-001-49515,village,Çakmaklar Köy.,TR-02-001,Merkez Bucağı,49515,2015,2025,tuik_medas
TR-02-001-49538,village,Kalburcu Köy.,TR-02-001,,49538,2018,2025,tuik_medas
TR-02-001-49541,village,Ağikan Köy.,TR-02-001,Merkez Bucağı,49541,2016,2025,tuik_medas
TR-02-001-49559,village,Ağcin Köy.,TR-02-001,,49559,2017,2025,tuik_medas
TR-02-001-523,village,Ahmethoca Köy.,TR-02-001,Merkez Bucağı,523,2013,2025,tuik_medas
TR-02-001-524,village,Alibey Köy.,TR-02-001,Merkez Bucağı,524,2013,2025,tuik_medas
TR-02-001-525,village,Terman Köy.,TR-02-001,Merkez Bucağı,525,2013,2025,tuik_medas
TR-02-001-526,village,Aydınlar Köy.,TR-02-001,Merkez Bucağı,526,2013,2025,tuik_medas
TR-02-001-527,village,Bağdere Köy.,TR-02-001,Merkez Bucağı,527,2013,2025,tuik_medas
TR-02-001-528,village,Başpınar Köy.,TR-02-001,Merkez Bucağı,528,2013,2025,tuik_medas
TR-02-001-529,village,Boztepe Köy.,TR-02-001,Merkez Bucağı,529,2013,2025,tuik_medas
TR-02-001-530,village,Börkenek Köy.,TR-02-001,Merkez Bucağı,530,2013,2025,tuik_medas
TR-02-001-531,village,Büklüm Köy.,TR-02-001,Merkez Bucağı,531,2013,2025,tuik_medas
TR-02-001-532,village,Büyükkavaklı Köy.,TR-02-001,Merkez Bucağı,532,2013,2025,tuik_medas
TR-02-001-533,village,Büyükkırıklı Köy.,TR-02-001,Merkez Bucağı,533,2013,2025,tuik_medas
TR-02-001-534,village,Çamyurdu Köy.,TR-02-001,Merkez Bucağı,534,2013,2025,tuik_medas
TR-02-001-535,village,Çayırlı Köy.,TR-02-001,Merkez Bucağı,535,2013,2025,tuik_medas
TR-02-001-536,village,Çemberlitaş Köy.,TR-02-001,Merkez Bucağı,536,2013,2025,tuik_medas
TR-02-001-537,village,Damdırmaz Köy.,TR-02-001,Merkez Bucağı,537,2013,2025,tuik_medas
TR-02-001-538,village,Davuthan Köy.,TR-02-001,Merkez Bucağı,538,2013,2025,tuik_medas
TR-02-001-539,village,Dişbudak Köy.,TR-02-001,Merkez Bucağı,539,2013,2025,tuik_medas
TR-02-001-540,village,Durukaynak Köy.,TR-02-001,Merkez Bucağı,540,2013,2025,tuik_medas
TR-02-001-541,village,Gölpınar Köy.,TR-02-001,Merkez Bucağı,541,2013,2025,tuik_medas
TR-02-001-542,village,Gözebaşı Köy.,TR-02-001,Merkez Bucağı,542,2013,2025,tuik_medas
TR-02-001-543,village,Güneşli Köy.,TR-02-001,Merkez Bucağı,543,2013,2025,tuik_medas
TR-02-001-544,village,Güzelyurt Köy.,TR-02-001,Merkez Bucağı,544,2013,2025,tuik_medas
TR-02-001-545,village,Hasancık Köy.,TR-02-001,Merkez Bucağı,545,2013,2025,tuik_medas
TR-02-001-546,village,Hasankendi Köy.,TR-02-001,Merkez Bucağı,546,2013,2025,tuik_medas
TR-02-001-547,village,İncebağ Köy.,TR-02-001,Merkez Bucağı,547,2013,2025,tuik_medas
TR-02-001-548,village,İnceler Köy.,TR-02-001,Merkez Bucağı,548,2013,2025,tuik_medas
TR-02-001-549,village,Zey Köy.,TR-02-001,Merkez Bucağı,549,2013,2025,tuik_medas
TR-02-001-550,village,İpekli Köy.,TR-02-001,Merkez Bucağı,550,2013,2025,tuik_medas
TR-02-001-551,village,Karaağaç Köy.,TR-02-001,Merkez Bucağı,551,2013,2025,tuik_medas
TR-02-001-552,village,Karagöl Köy.,TR-02-001,Merkez Bucağı,552,2013,2025,tuik_medas
TR-02-001-553,village,Karahöyük Köy.,TR-02-001,Merkez Bucağı,553,2013,2025,tuik_medas
TR-02-001-554,village,Kayacık Köy.,TR-02-001,Merkez Bucağı,554,2013,2025,tuik_medas
TR-02-001-555,village,Kayaönü Köy.,TR-02-001,Merkez Bucağı,555,2013,2025,tuik_medas
TR-02-001-556,village,Kemerkaya Köy.,TR-02-001,Merkez Bucağı,556,2013,2025,tuik_medas
TR-02-001-557,village,Kındırali Köy.,TR-02-001,Merkez Bucağı,557,2013,2025,tuik_medas
TR-02-001-558,village,Kızılcapınar Köy.,TR-02-001,Merkez Bucağı,558,2013,2025,tuik_medas
TR-02-001-559,village,Koruköy Köy.,TR-02-001,Merkez Bucağı,559,2013,2025,tuik_medas
TR-02-001-560,village,Kuştepe Köy.,TR-02-001,Merkez Bucağı,560,2013,2025,tuik_medas
TR-02-001-561,village,Lokman Köy.,TR-02-001,Merkez Bucağı,561,2013,2025,tuik_medas
TR-02-001-562,village,Oluklu Köy.,TR-02-001,Merkez Bucağı,562,2013,2025,tuik_medas
TR-02-001-563,village,Paşamezrası Köy.,TR-02-001,Merkez Bucağı,563,2013,2025,tuik_medas
TR-02-001-564,village,Payamlı Köy.,TR-02-001,Merkez Bucağı,564,2013,2025,tuik_medas
TR-02-001-565,village,Sarıharman Köy.,TR-02-001,Merkez Bucağı,565,2013,2025,tuik_medas
TR-02-001-566,village,Şerefli Köy.,TR-02-001,Merkez Bucağı,566,2013,2025,tuik_medas
TR-02-001-567,village,Taşpınar Köy.,TR-02-001,Merkez Bucağı,567,2013,2025,tuik_medas
TR-02-001-568,village,Tekpınar Köy.,TR-02-001,Merkez Bucağı,568,2013,2025,tuik_medas
TR-02-001-569,village,Toptepe Köy.,TR-02-001,Merkez Bucağı,569,2013,2025,tuik_medas
TR-02-001-570,village,Uludam Köy.,TR-02-001,Merkez Bucağı,570,2013,2025,tuik_medas
TR-02-001-571,village,Uzunpınar Köy.,TR-02-001,Merkez Bucağı,571,2013,2025,tuik_medas
TR-02-001-572,village,Yarmakaya Köy.,TR-02-001,Merkez Bucağı,572,2013,2025,tuik_medas
TR-02-001-574,village,Yenice Köy.,TR-02-001,Merkez Bucağı,574,2013,2025,tuik_medas
TR-02-001-575,village,Yenigüven Köy.,TR-02-001,Merkez Bucağı,575,2013,2025,tuik_medas
TR-02-001-576,village,Yeniköy Köy.,TR-02-001,Merkez Bucağı,576,2013,2025,tuik_medas
TR-02-001-577,village,Albet Köy.,TR-02-001,Merkez Bucağı,577,2013,2025,tuik_medas
TR-02-001-578,village,Dardağan Köy.,TR-02-001,Merkez Bucağı,578,2013,2025,tuik_medas
TR-02-001-579,village,Eskihüsnümansur Köy.,TR-02-001,Merkez Bucağı,579,2013,2025,tuik_medas
TR-02-001-580,village,Ziyaretpayamlı Köy.,TR-02-001,Merkez Bucağı,580,2013,2025,tuik_medas
TR-02-001-581,village,Serhatlı Köy.,TR-02-001,Merkez Bucağı,581,2013,2025,tuik_medas
TR-02-001-582,village,Düzce Köy.,TR-02-001,Merkez Bucağı,582,2013,2025,tuik_medas
TR-02-001-583,village,Çınarik Köy.,TR-02-001,Merkez Bucağı,583,2013,2025,tuik_medas
TR-02-001-584,village,Ataköy Köy.,TR-02-001,Merkez Bucağı,584,2013,2025,tuik_medas
TR-02-001-585,village,Akhisar Köy.,TR-02-001,Merkez Bucağı,585,2013,2025,tuik_medas
TR-02-001-586,village,Akpınar Köy.,TR-02-001,Merkez Bucağı,586,2013,2025,tuik_medas
TR-02-001-587,village,Akdere Köy.,TR-02-001,Merkez Bucağı,587,2013,2025,tuik_medas
TR-02-001-588,village,Battalhüyük Köy.,TR-02-001,Merkez Bucağı,588,2013,2025,tuik_medas
TR-02-001-589,village,Bebek Köy.,TR-02-001,Merkez Bucağı,589,2013,2025,tuik_medas
TR-02-001-590,village,Doyran Köy.,TR-02-001,Merkez Bucağı,590,2013,2025,tuik_medas
TR-02-001-591,village,Durak Köy.,TR-02-001,Merkez Bucağı,591,2013,2025,tuik_medas
TR-02-001-592,village,Ekinci Köy.,TR-02-001,Merkez Bucağı,592,2013,2025,tuik_medas
TR-02-001-593,village,Elmacık Köy.,TR-02-001,Merkez Bucağı,593,2013,2025,tuik_medas
TR-02-001-594,village,Gümüşkaya Köy.,TR-02-001,Merkez Bucağı,594,2013,2025,tuik_medas
TR-02-001-595,village,Ilıcak Köy.,TR-02-001,Merkez Bucağı,595,2013,2025,tuik_medas
TR-02-001-596,village,Atakent Köy.,TR-02-001,Merkez Bucağı,596,2013,2025,tuik_medas
TR-02-001-597,village,Kızılcahöyük Köy.,TR-02-001,Merkez Bucağı,597,2013,2025,tuik_medas
TR-02-001-598,village,Kuyulu Köy.,TR-02-001,Merkez Bucağı,598,2013,2025,tuik_medas
TR-02-001-599,village,Külafhüyük Köy.,TR-02-001,Merkez Bucağı,599,2013,2025,tuik_medas
TR-02-001-600,village,Uğurca Köy.,TR-02-001,Merkez Bucağı,600,2013,2025,tuik_medas
TR-02-001-601,village,Yayladamı Köy.,TR-02-001,Merkez Bucağı,601,2013,2025,tuik_medas
TR-02-001-602,village,Yeşilova Köy.,TR-02-001,Merkez Bucağı,602,2013,2025,tuik_medas
TR-02-001-603,village,Akyazı Köy.,TR-02-001,Merkez Bucağı,603,2013,2025,tuik_medas
TR-02-001-604,village,Çamgazi Köy.,TR-02-001,Merkez Bucağı,604,2013,2025,tuik_medas
TR-02-001-605,village,Üçdirek Köy.,TR-02-001,Merkez Bucağı,605,2013,2025,tuik_medas
TR-02-001-606,village,Kayalı Köy.,TR-02-001,Merkez Bucağı,606,2013,2025,tuik_medas
TR-02-001-607,village,Malpınarı Köy.,TR-02-001,Merkez Bucağı,607,2013,2025,tuik_medas
TR-02-001-608,village,Bağpınar Köy.,TR-02-001,Merkez Bucağı,608,2013,2025,tuik_medas
TR-02-001-609,village,Bozhüyük Köy.,TR-02-001,Merkez Bucağı,609,2013,2025,tuik_medas
TR-02-001-610,village,Çaylı Köy.,TR-02-001,Merkez Bucağı,610,2013,2025,tuik_medas
TR-02-001-611,village,Çobandede Köy.,TR-02-001,Merkez Bucağı,611,2013,2025,tuik_medas
TR-02-001-612,village,Hacıhalil Köy.,TR-02-001,Merkez Bucağı,612,2013,2025,tuik_medas
TR-02-001-613,village,Karakoç Köy.,TR-02-001,Merkez Bucağı,613,2013,2025,tuik_medas
TR-02-001-614,village,Bağpınar Kuyucak Köy.,TR-02-001,Merkez Bucağı,614,2013,2025,tuik_medas
TR-02-001-615,village,Çençeng Köy.,TR-02-001,Merkez Bucağı,615,2013,2025,tuik_medas
TR-02-001-616,village,Yazlık Köy.,TR-02-001,Merkez Bucağı,616,2013,2025,tuik_medas
TR-02-001-617,village,Koçali Köy.,TR-02-001,Merkez Bucağı,617,2013,2025,tuik_medas
TR-02-001-618,village,Akçalı Köy.,TR-02-001,Merkez Bucağı,618,2013,2025,tuik_medas
TR-02-001-619,village,Bağlıca Köy.,TR-02-001,Merkez Bucağı,619,2013,2025,tuik_medas
TR-02-001-620,village,Çatalağaç Köy.,TR-02-001,Merkez Bucağı,620,2013,2025,tuik_medas
TR-02-001-621,village,Doğanlı Köy.,TR-02-001,Merkez Bucağı,621,2013,2025,tuik_medas
TR-02-001-622,village,Gökçay Köy.,TR-02-001,Merkez Bucağı,622,2013,2025,tuik_medas
TR-02-001-623,village,Kavak Köy.,TR-02-001,Merkez Bucağı,623,2013,2025,tuik_medas
TR-02-001-624,village,Kuşakkaya Köy.,TR-02-001,Merkez Bucağı,624,2013,2025,tuik_medas
TR-02-001-625,village,Mestan Köy.,TR-02-001,Merkez Bucağı,625,2013,2025,tuik_medas
TR-02-001-626,village,Sarıkaya Köy.,TR-02-001,Merkez Bucağı,626,2013,2025,tuik_medas
TR-02-001-627,village,Uzunköy Köy.,TR-02-001,Merkez Bucağı,627,2013,2025,tuik_medas
TR-02-001-628,village,Yazıbaşı Köy.,TR-02-001,Merkez Bucağı,628,2013,2025,tuik_medas
TR-02-001-629,village,Göztepe Köy.,TR-02-001,Merkez Bucağı,629,2013,2025,tuik_medas
TR-02-001-630,village,Kuyucak Köy.,TR-02-001,Merkez Bucağı,630,2013,2025,tuik_medas
TR-02-001-631,village,Ağaçkonak Köy.,TR-02-001,Merkez Bucağı,631,2013,2025,tuik_medas
TR-02-001-632,village,Girik Köy.,TR-02-001,Merkez Bucağı,632,2013,2025,tuik_medas
TR-02-001-633,village,Çamlıca Köy.,TR-02-001,Merkez Bucağı,633,2013,2025,tuik_medas
TR-02-001-634,village,Derinsu Köy.,TR-02-001,Merkez Bucağı,634,2013,2025,tuik_medas
TR-02-001-635,village,Esence Köy.,TR-02-001,Merkez Bucağı,635,2013,2025,tuik_medas
TR-02-001-636,village,Kaşköy Köy.,TR-02-001,Merkez Bucağı,636,2013,2025,tuik_medas
TR-02-001-637,village,Rezip Köy.,TR-02-001,Merkez Bucağı,637,2013,2025,tuik_medas
TR-02-001-638,village,Kozan Köy.,TR-02-001,Merkez Bucağı,638,2013,2025,tuik_medas
TR-02-001-640,village,Olgunlar Köy.,TR-02-001,Merkez Bucağı,640,2013,2025,tuik_medas
TR-02-001-641,village,Ormaniçi Köy.,TR-02-001,Merkez Bucağı,641,2013,2025,tuik_medas
TR-02-001-642,village,Palanlı Köy.,TR-02-001,Merkez Bucağı,642,2013,2025,tuik_medas
TR-02-001-643,village,Pınaryayla Köy.,TR-02-001,Merkez Bucağı,643,2013,2025,tuik_medas
TR-02-001-644,village,Taşgedik Köy.,TR-02-001,Merkez Bucağı,644,2013,2025,tuik_medas
TR-02-001-645,village,Varlık Köy.,TR-02-001,Merkez Bucağı,645,2013,2025,tuik_medas
TR-02-001-646,village,Yedioluk Köy.,TR-02-001,Merkez Bucağı,646,2013,2025,tuik_medas
TR-02-001-647,village,Kayadibi Köy.,TR-02-001,Merkez Bucağı,647,2013,2025,tuik_medas
TR-02-002-37794,village,Bahri Köy.,TR-02-002,Merkez Bucağı,37794,2013,2025,tuik_medas
TR-02-002-49359,village,Bereketli Köy.,TR-02-002,Merkez Bucağı,49359,2014,2025,tuik_medas
TR-02-002-49361,village,Yayıklı Köy.,TR-02-002,Merkez Bucağı,49361,2014,2025,tuik_medas
TR-02-002-49386,village,Berete Köy.,TR-02-002,Merkez Bucağı,49386,2014,2025,tuik_medas
TR-02-002-649,village,Akpınar Köy.,TR-02-002,Merkez Bucağı,649,2013,2025,tuik_medas
TR-02-002-650,village,Aşağıçöplü Köy.,TR-02-002,Merkez Bucağı,650,2013,2025,tuik_medas
TR-02-002-651,village,Beşkoz Köy.,TR-02-002,Merkez Bucağı,651,2013,2025,tuik_medas
TR-02-002-652,village,Boncuk Köy.,TR-02-002,Merkez Bucağı,652,2013,2025,tuik_medas
TR-02-002-653,village,Burunçayır Köy.,TR-02-002,Merkez Bucağı,653,2013,2025,tuik_medas
TR-02-002-654,village,Çamlıca Köy.,TR-02-002,Merkez Bucağı,654,2013,2025,tuik_medas
TR-02-002-655,village,Çaykaya Köy.,TR-02-002,Merkez Bucağı,655,2013,2025,tuik_medas
TR-02-002-656,village,Çilboğaz Köy.,TR-02-002,Merkez Bucağı,656,2013,2025,tuik_medas
TR-02-002-657,village,Eğerli Köy.,TR-02-002,Merkez Bucağı,657,2013,2025,tuik_medas
TR-02-002-658,village,Sugözü Köy.,TR-02-002,Merkez Bucağı,658,2013,2025,tuik_medas
TR-02-002-659,village,Güneykaş Köy.,TR-02-002,Merkez Bucağı,659,2013,2025,tuik_medas
TR-02-002-660,village,Harmanardı Köy.,TR-02-002,Merkez Bucağı,660,2013,2025,tuik_medas
TR-02-002-661,village,Karagüveç Köy.,TR-02-002,Merkez Bucağı,661,2013,2025,tuik_medas
TR-02-002-662,village,Kızılhisar Köy.,TR-02-002,Merkez Bucağı,662,2013,2025,tuik_medas
TR-02-002-663,village,Kızılpınar Köy.,TR-02-002,Merkez Bucağı,663,2013,2025,tuik_medas
TR-02-002-664,village,Kurugöl Köy.,TR-02-002,Merkez Bucağı,664,2013,2025,tuik_medas
TR-02-002-665,village,Kuzevleri Köy.,TR-02-002,Merkez Bucağı,665,2013,2025,tuik_medas
TR-02-002-667,village,Oyratlı Köy.,TR-02-002,Merkez Bucağı,667,2013,2025,tuik_medas
TR-02-002-668,village,Sarıyaprak Köy.,TR-02-002,Merkez Bucağı,668,2013,2025,tuik_medas
TR-02-002-669,village,Taşlıyazı Köy.,TR-02-002,Merkez Bucağı,669,2013,2025,tuik_medas
TR-02-002-670,village,Toklu Köy.,TR-02-002,Merkez Bucağı,670,2013,2025,tuik_medas
TR-02-002-671,village,Üçgöz Köy.,TR-02-002,Merkez Bucağı,671,2013,2025,tuik_medas
TR-02-002-672,village,Yelbastı Köy.,TR-02-002,Merkez Bucağı,672,2013,2025,tuik_medas
TR-02-002-675,village,Akdurak Köy.,TR-02-002,Merkez Bucağı,675,2013,2025,tuik_medas
TR-02-002-676,village,Akkuyu Köy.,TR-02-002,Merkez Bucağı,676,2013,2025,tuik_medas
TR-02-002-677,village,Alıçlı Köy.,TR-02-002,Merkez Bucağı,677,2013,2025,tuik_medas
TR-02-002-679,village,Camuşçu Köy.,TR-02-002,Merkez Bucağı,679,2013,2025,tuik_medas
TR-02-002-680,village,Çomak Köy.,TR-02-002,Merkez Bucağı,680,2013,2025,tuik_medas
TR-02-002-681,village,Hasanlı Köy.,TR-02-002,Merkez Bucağı,681,2013,2025,tuik_medas
TR-02-002-682,village,Kargalı Köy.,TR-02-002,Merkez Bucağı,682,2013,2025,tuik_medas
TR-02-002-684,village,Konuklu Köy.,TR-02-002,Merkez Bucağı,684,2013,2025,tuik_medas
TR-02-002-686,village,Kutluca Köy.,TR-02-002,Merkez Bucağı,686,2013,2025,tuik_medas
TR-02-002-687,village,Yazıbeydili Köy.,TR-02-002,Merkez Bucağı,687,2013,2025,tuik_medas
TR-02-002-688,village,Yoldüzü Köy.,TR-02-002,Merkez Bucağı,688,2013,2025,tuik_medas
TR-02-002-689,village,Yukarısöğütlü Köy.,TR-02-002,Merkez Bucağı,689,2013,2025,tuik_medas
TR-02-002-690,village,İzollu Köy.,TR-02-002,Merkez Bucağı,690,2013,2025,tuik_medas
TR-02-002-691,village,Aktepe Köy.,TR-02-002,Merkez Bucağı,691,2013,2025,tuik_medas
TR-02-002-692,village,Beşyol Köy.,TR-02-002,Merkez Bucağı,692,2013,2025,tuik_medas
TR-02-002-693,village,Geçitli Köy.,TR-02-002,Merkez Bucağı,693,2013,2025,tuik_medas
TR-02-002-694,village,Hacıhalil Köy.,TR-02-002,Merkez Bucağı,694,2013,2025,tuik_medas
TR-02-002-695,village,Kesecik Köy.,TR-02-002,Merkez Bucağı,695,2013,2025,tuik_medas
TR-02-002-696,village,Kızılin Köy.,TR-02-002,Merkez Bucağı,696,2013,2025,tuik_medas
TR-02-002-697,village,Sarıkaya Köy.,TR-02-002,Merkez Bucağı,697,2013,2025,tuik_medas
TR-02-002-698,village,Sayören Köy.,TR-02-002,Merkez Bucağı,698,2013,2025,tuik_medas
TR-02-002-699,village,Tokar Köy.,TR-02-002,Merkez Bucağı,699,2013,2025,tuik_medas
TR-02-002-700,village,Yazıkarakuyu Köy.,TR-02-002,Merkez Bucağı,700,2013,2025,tuik_medas
TR-02-002-701,village,Yeniköy Köy.,TR-02-002,Merkez Bucağı,701,2013,2025,tuik_medas
TR-02-002-702,village,Dikilitaş Köy.,TR-02-002,Merkez Bucağı,702,2013,2025,tuik_medas
TR-02-002-703,village,Akyazı Köy.,TR-02-002,Merkez Bucağı,703,2013,2025,tuik_medas
TR-02-002-704,village,Ören Köy.,TR-02-002,Merkez Bucağı,704,2013,2025,tuik_medas
TR-02-002-705,village,Kızılkaya Köy.,TR-02-002,Merkez Bucağı,705,2013,2025,tuik_medas
TR-02-002-706,village,Topkapı Köy.,TR-02-002,Merkez Bucağı,706,2013,2025,tuik_medas
TR-02-002-707,village,Dörtyol Köy.,TR-02-002,Merkez Bucağı,707,2013,2025,tuik_medas
TR-02-002-709,village,Çorak Köy.,TR-02-002,Merkez Bucağı,709,2013,2025,tuik_medas
TR-02-002-710,village,Karalar Köy.,TR-02-002,Merkez Bucağı,710,2013,2025,tuik_medas
TR-02-002-711,village,Pınarbaşı Köy.,TR-02-002,Merkez Bucağı,711,2013,2025,tuik_medas
TR-02-002-712,village,Uzunkuyu Köy.,TR-02-002,Merkez Bucağı,712,2013,2025,tuik_medas
TR-02-002-714,village,Atmalı Köy.,TR-02-002,Merkez Bucağı,714,2013,2025,tuik_medas
TR-02-002-715,village,Başlı Köy.,TR-02-002,Merkez Bucağı,715,2013,2025,tuik_medas
TR-02-002-716,village,Doğankaya Köy.,TR-02-002,Merkez Bucağı,716,2013,2025,tuik_medas
TR-02-002-717,village,Tekağaç Köy.,TR-02-002,Merkez Bucağı,717,2013,2025,tuik_medas
TR-02-002-718,village,Gümüşlü Köy.,TR-02-002,Merkez Bucağı,718,2013,2025,tuik_medas
TR-02-002-719,village,Alişar Köy.,TR-02-002,Merkez Bucağı,719,2013,2025,tuik_medas
TR-02-003-49517,village,İncirli Köy.,TR-02-003,Merkez Bucağı,49517,2015,2025,tuik_medas
TR-02-003-49539,village,Yeşilova Köy.,TR-02-003,Merkez Bucağı,49539,2016,2025,tuik_medas
TR-02-003-721,village,Aksu Köy.,TR-02-003,Merkez Bucağı,721,2013,2025,tuik_medas
TR-02-003-722,village,Altıntaş Köy.,TR-02-003,Merkez Bucağı,722,2013,2025,tuik_medas
TR-02-003-723,village,Bozgedik Köy.,TR-02-003,Merkez Bucağı,723,2013,2025,tuik_medas
TR-02-003-724,village,Çampınar Köy.,TR-02-003,Merkez Bucağı,724,2013,2025,tuik_medas
TR-02-003-725,village,Gölbağı Köy.,TR-02-003,Merkez Bucağı,725,2013,2025,tuik_medas
TR-02-003-726,village,Askerhan Köy.,TR-02-003,Merkez Bucağı,726,2013,2025,tuik_medas
TR-02-003-727,village,Kalecik Köy.,TR-02-003,Merkez Bucağı,727,2013,2025,tuik_medas
TR-02-003-728,village,Karaçayır Köy.,TR-02-003,Merkez Bucağı,728,2013,2025,tuik_medas
TR-02-003-729,village,Karagöl Köy.,TR-02-003,Merkez Bucağı,729,2013,2025,tuik_medas
TR-02-003-730,village,Korucak Köy.,TR-02-003,Merkez Bucağı,730,2013,2025,tuik_medas
TR-02-003-731,village,Köseuşağı Köy.,TR-02-003,Merkez Bucağı,731,2013,2025,tuik_medas
TR-02-003-732,village,Mutlu Köy.,TR-02-003,Merkez Bucağı,732,2013,2025,tuik_medas
TR-02-003-734,village,Recep Köy.,TR-02-003,Merkez Bucağı,734,2013,2025,tuik_medas
TR-02-003-735,village,Şerefhan Köy.,TR-02-003,Merkez Bucağı,735,2013,2025,tuik_medas
TR-02-003-736,village,Yağızatlı Köy.,TR-02-003,Merkez Bucağı,736,2013,2025,tuik_medas
TR-02-003-737,village,Yeşiltepe Köy.,TR-02-003,Merkez Bucağı,737,2013,2025,tuik_medas
TR-02-003-738,village,Yeşilyayla Köy.,TR-02-003,Merkez Bucağı,738,2013,2025,tuik_medas
TR-02-003-739,village,Fatih Köy.,TR-02-003,Merkez Bucağı,739,2013,2025,tuik_medas
TR-02-004-741,village,Açma Köy.,TR-02-004,Merkez Bucağı,741,2013,2025,tuik_medas
TR-02-004-742,village,Ağaçlı Köy.,TR-02-004,Merkez Bucağı,742,2013,2025,tuik_medas
TR-02-004-743,village,Aşağıdağlıca Köy.,TR-02-004,Merkez Bucağı,743,2013,2025,tuik_medas
TR-02-004-744,village,Beşgöze Köy.,TR-02-004,Merkez Bucağı,744,2013,2025,tuik_medas
TR-02-004-745,village,Beybostan Köy.,TR-02-004,Merkez Bucağı,745,2013,2025,tuik_medas
TR-02-004-746,village,Budaklı Köy.,TR-02-004,Merkez Bucağı,746,2013,2025,tuik_medas
TR-02-004-747,village,Burçaklı Köy.,TR-02-004,Merkez Bucağı,747,2013,2025,tuik_medas
TR-02-004-748,village,Çamiçi Köy.,TR-02-004,Merkez Bucağı,748,2013,2025,tuik_medas
TR-02-004-749,village,Çifthisar Köy.,TR-02-004,Merkez Bucağı,749,2013,2025,tuik_medas
TR-02-004-750,village,Çobanpınarı Köy.,TR-02-004,Merkez Bucağı,750,2013,2025,tuik_medas
TR-02-004-751,village,Dağdeviren Köy.,TR-02-004,Merkez Bucağı,751,2013,2025,tuik_medas
TR-02-004-752,village,Eskikent Köy.,TR-02-004,Merkez Bucağı,752,2013,2025,tuik_medas
TR-02-004-753,village,Geçitli Köy.,TR-02-004,Merkez Bucağı,753,2013,2025,tuik_medas
TR-02-004-754,village,Gönen Köy.,TR-02-004,Merkez Bucağı,754,2013,2025,tuik_medas
TR-02-004-755,village,Gözpınar Köy.,TR-02-004,Merkez Bucağı,755,2013,2025,tuik_medas
TR-02-004-756,village,Gümüşkaşık Köy.,TR-02-004,Merkez Bucağı,756,2013,2025,tuik_medas
TR-02-004-757,village,Gündoğdu Köy.,TR-02-004,Merkez Bucağı,757,2013,2025,tuik_medas
TR-02-004-758,village,Gürgenli Köy.,TR-02-004,Merkez Bucağı,758,2013,2025,tuik_medas
TR-02-004-759,village,Güngörmüş Köy.,TR-02-004,Merkez Bucağı,759,2013,2025,tuik_medas
TR-02-004-760,village,Güzelsu Köy.,TR-02-004,Merkez Bucağı,760,2013,2025,tuik_medas
TR-02-004-761,village,Kaşyazı Köy.,TR-02-004,Merkez Bucağı,761,2013,2025,tuik_medas
TR-02-004-762,village,Kesertaş Köy.,TR-02-004,Merkez Bucağı,762,2013,2025,tuik_medas
TR-02-004-763,village,Kılıç Köy.,TR-02-004,Merkez Bucağı,763,2013,2025,tuik_medas
TR-02-004-764,village,Korulu Köy.,TR-02-004,Merkez Bucağı,764,2013,2025,tuik_medas
TR-02-004-765,village,Koşarlar Köy.,TR-02-004,Merkez Bucağı,765,2013,2025,tuik_medas
TR-02-004-766,village,Köklüce Köy.,TR-02-004,Merkez Bucağı,766,2013,2025,tuik_medas
TR-02-004-767,village,Kütüklü Köy.,TR-02-004,Merkez Bucağı,767,2013,2025,tuik_medas
TR-02-004-768,village,Nakışlı Köy.,TR-02-004,Merkez Bucağı,768,2013,2025,tuik_medas
TR-02-004-769,village,Oymaklı Köy.,TR-02-004,Merkez Bucağı,769,2013,2025,tuik_medas
TR-02-004-770,village,Saraycık Köy.,TR-02-004,Merkez Bucağı,770,2013,2025,tuik_medas
TR-02-004-771,village,Seyitmahmut Köy.,TR-02-004,Merkez Bucağı,771,2013,2025,tuik_medas
TR-02-004-772,village,Sutepe Köy.,TR-02-004,Merkez Bucağı,772,2013,2025,tuik_medas
TR-02-004-773,village,Üçkaya Köy.,TR-02-004,Merkez Bucağı,773,2013,2025,tuik_medas
TR-02-004-774,village,Yağmurlu Köy.,TR-02-004,Merkez Bucağı,774,2013,2025,tuik_medas
TR-02-004-775,village,Yayladalı Köy.,TR-02-004,Merkez Bucağı,775,2013,2025,tuik_medas
TR-02-004-776,village,Yeşilyurt Köy.,TR-02-004,Merkez Bucağı,776,2013,2025,tuik_medas
